nome;insc;org;sitio;detalhes;imagem;link;datai;dataf;horain;horaf;topico;nivel
Debates éticos na comunicação da ciência;0;Pavilhão do Conhecimento;"Parque das Nações
Alameda dos Oceanos, Lote 2.10.01
1990-223 Lisboa";"O Dia C é um ciclo de conversas sobre ética nas ciências da vida, organizado pela Ciência Viva e pelo Conselho Nacional de Ética para as Ciências da Vida (CNECV). Decorre na última quinta-feira de cada mês, das 19:30 às 21:00. Em cada sessão um painel de especialistas apresenta um tema actual e controverso. Segue-se um debate entre os especialistas e o público, com o apoio de um moderador.


Dia 26 de Maio | Debates Éticos na Comunicação de Ciência 

A ciência ocupa um papel singular no mundo moderno, tendo impacto em todas as esferas da vida social. É cada vez mais importante a comunicação sobre ciência, a par da reflexão sobre as relações da ciência com os cidadãos.

O foco desta reflexão tem sido a forma como a comunicação de ciência promove a compreensão, aceitação ou o envolvimento do público; no entanto, esta avaliação não se esgota na qualidade técnica e na eficácia da comunicação. O próximo Dia C trata justamente de outro aspecto que não pode ser negligenciado — a forma como deve ser comunicada a ciência, os princípios que devem orientar a comunicação de ciência.

Em debate com o público estarão tópicos como a responsabilidade pela fundamentação das conclusões divulgadas; a precaução perante resultados preliminares, especulações ou afirmações exageradas; a honestidade quanto ao grau de incerteza da investigação; ou a transparência quanto a conflitos de interesses dos cientistas ou comunicadores envolvidos. A quem cabe assegurar o reconhecimento destes valores e o cumprimento destes deveres? De que modo?

 

Oradores: António Granado (FCSH-UNL), António Vaz Carneiro (Centro de Estudos de Medicina Baseados na Evidência - FMUL), João Lobo Antunes (CNECV).

Moderadora: Catarina Ramos (Fundação Champalimaud)";http://www.pavconhecimento.pt/media/banners/1165_conversas-etica-ciencias-vida-maio-destaquepav.png;http://www.pavconhecimento.pt/visite-nos/programacao/detalhe.asp?id_obj=3866;26/05/2016;26/05/2016;19:30;21:00; ;2
Ética no uso na acesso à água;0;Pavilhão do Conhecimento;"Parque das Nações
Alameda dos Oceanos, Lote 2.10.01
1990-223 Lisboa";"O Dia C é um ciclo de conversas sobre ética nas ciências da vida, organizado pela Ciência Viva e pelo Conselho Nacional de Ética para as Ciências da Vida (CNECV). Decorre na última quinta-feira de cada mês, das 19:30 às 21:00. Em cada sessão um painel de especialistas apresenta um tema actual e controverso. Segue-se um debate entre os especialistas e o público, com o apoio de um moderador.


Dia 26 de Maio | Debates Éticos na Comunicação de Ciência 

A ciência ocupa um papel singular no mundo moderno, tendo impacto em todas as esferas da vida social. É cada vez mais importante a comunicação sobre ciência, a par da reflexão sobre as relações da ciência com os cidadãos.

O foco desta reflexão tem sido a forma como a comunicação de ciência promove a compreensão, aceitação ou o envolvimento do público; no entanto, esta avaliação não se esgota na qualidade técnica e na eficácia da comunicação. O próximo Dia C trata justamente de outro aspecto que não pode ser negligenciado — a forma como deve ser comunicada a ciência, os princípios que devem orientar a comunicação de ciência.

Em debate com o público estarão tópicos como a responsabilidade pela fundamentação das conclusões divulgadas; a precaução perante resultados preliminares, especulações ou afirmações exageradas; a honestidade quanto ao grau de incerteza da investigação; ou a transparência quanto a conflitos de interesses dos cientistas ou comunicadores envolvidos. A quem cabe assegurar o reconhecimento destes valores e o cumprimento destes deveres? De que modo?

 

Oradores: António Granado (FCSH-UNL), António Vaz Carneiro (Centro de Estudos de Medicina Baseados na Evidência - FMUL), João Lobo Antunes (CNECV).

Moderadora: Catarina Ramos (Fundação Champalimaud)";http://www.pavconhecimento.pt/media/banners/1165_conversas-etica-ciencias-vida-maio-destaquepav.png;http://www.pavconhecimento.pt/visite-nos/programacao/detalhe.asp?id_obj=3866;30/06/2016;30/06/2016;19:30;21:00; ;3
European Maker Week;1;Pavilhão do Conhecimento;"Parque das Nações
Alameda dos Oceanos, Lote 2.10.01
1990-223 Lisboa";"O Pavilhão do Conhecimento – Ciência Viva associa-se à European Maker Week. Descubra e brinque com o MaKeyMaKey e o Arduino, aprenda a programar, controle os robôs Dash e Dot, explore a sua imaginação usando os  littleBits ou construa um autómato durante esta semana na Dòing, o nosso espaço tinkering e maker.

Alinhado com o espírito da Maker Faire, esta é uma iniciativa promovida pela Comissão Europeia e implantada pela Maker Faire Rome em colaboração com a Startup Europe, que pretende atrair que pretende dar a conhecer e disseminar a cultura maker nacional, potenciando a troca de experiências e conhecimento na comunidade local.

Através da organização de pequenos workshops ou exibição de projectos, este é um espaço de partilha, onde as Escolas, FabLabs, Hackerspaces e outras associações locais são convidadas a participar e envolver a restante comunidade local.

Qualquer pessoa, em qualquer lugar pode organizar um evento e partilhar o seu conhecimento.";http://www.pavconhecimento.pt/media/banners/1174_europeanmakerweek-509.png;http://www.pavconhecimento.pt/visite-nos/programacao/detalhe.asp?id_obj=3854;31/05/2016;05/06/2016;10:00;18:30;Informática, Electronica;1
 VIRAL - uma experiência contagiante ;0;Pavilhão do Conhecimento;"Parque das Nações
Alameda dos Oceanos, Lote 2.10.01
1990-223 Lisboa";"Hoje em dia até uma ideia se pode tornar… VIRAL.

VIRAL é uma exposição interativa que explora o que é o contágio e como funciona, revelando fenómenos biológicos, sociais e questionando o seu impacto nas nossas vidas.

A exposição tem 24 módulos interativos, divididos em cinco áreas. Em cada uma os visitantes exploram o contágio numa narrativa que engloba fenómenos de biologia, epidemiologia e saúde pública, a ciência das redes, psicologia e as ciências sociais.

Como se controla uma epidemia de gripe? O que é o contágio financeiro? O que faz um vídeo tornar-se viral? Como contagiar o mundo? Encontre as respostas a estas perguntas no Pavilhão do Conhecimento. Mais do que uma exposição, VIRAL é uma experiência positiva, divertida e... contagiante!";http://www.pavconhecimento.pt/media/fotosLaterais/1289_img-0039.jpg;http://www.pavconhecimento.pt/visite-nos/exposicoes/detalhe.asp?id_obj=3553;01/02/2016;30/09/2016;10:00;19:00;Biologia;2
Explora;0;Pavilhão do Conhecimento;Parque das Nações;O Explora é uma” verdadeira floresta de fenómenos naturais”. Foi assim que o físico Frank Oppenheimer descreveu esta exposição, concebida originalmente para o Exploratorium de São Francisco e que se tornou um clássico dos centros de ciência em todo o mundo. Cada módulo é uma autêntica obra de arte onde o Homem contribui com o engenho, e a natureza com a surpreendente beleza dos seus fenómenos.;http://www.pavconhecimento.pt/media/banners/179_banner-explora5.png;http://www.pavconhecimento.pt/visite-nos/exposicoes/detalhe.asp?id_obj=18; ; ;10:00;19:00;Física;2
Dóing ;0;Pavilhão do Conhecimento;Parque das Nações;"""DÓING - oficina aumentada” é o novo espaço do Pavilhão do Conhecimento Ciência Viva. Abriu as portas pela primeira vez a 25 de julho, dia do 14º aniversário do Pavilhão, e não tem data para fechar. 

Inspirada no The Tinkering Studio1 do Exploratorium de San Francisco e com uma boa dose de influência do movimento maker 2 e da cultura do-it-yourself, a Dóing é uma oficina, um ateliê de costura, um estúdio de prototipagem, uma pista de lançamento de grandes ideias...

Não se trata de uma exposição. É um espaço para criar, fazer, experimentar, construir e partilhar, onde tentativa e erro se conjugam de forma divertida e inspiradora. São mais de 500 m2 de actividades para makers, curiosos e engenhosos, nerds e geeks, pequenos com grande lata e grandes com pequenas pancadas.

A Dóing divide-se em duas áreas. A área Tinkering contém actividades abertas que nos fazem pensar com as mãos, levando-nos a contornar obstáculos e superar-nos a nós mesmos. Os desafios são diversos: explorar circuitos eléctricos, construir aviões de papel e testar a sua aerodinâmica, criar percursos para que um berlinde se desloque entre dois pontos da forma mais rápida, mais lenta ou qualquer outro desafio a que o visitante se proponha. É um espaço de inovação e criatividade destinado a escolas e famílias.

A área Maker é um espaço de produção, onde os visitantes podem desenvolver os seus próprios projectos. Desde a construção de peças de roupa e joalharia com componentes electrónicos, à impressão de objectos com impressoras 3D, passando pela fabricação de pequenos gadgets, este é um espaço onde as ideias ganham forma.

As áreas serão dinamizadas com actividades e workshops regulares em colaboração com artistas, investigadores e artesãos, combinando arte, ciência e tecnologia.";http://www.pavconhecimento.pt/media/media/1681_doing.jpg;http://www.pavconhecimento.pt/visite-nos/exposicoes/detalhe.asp?id_obj=2217; ; ;10:00;19:00; ;2
The Liver beyond Surgery in Colorectal Metastasis;0;Fundação Champalimaud;Av. Brasília, 1400-038 Lisboa;"A Fundação Champalimaud irá realizar no dia 18 de Novembro de 2016 um simpósio sobre tratamento de metástases hepáticas de tumores do cólon e reto com ênfase nas modalidades minimamente invasivas.

O painel de palestrantes inclui especialistas de referência internacional nas diferentes técnicas.

Esta reunião incidirá assim sobre a ablação percutânea (radiofrequência, micro-ondas), a radioterapia (SBRT) e as técnicas de tratamento intra-arterial regional (radioembolização com ítrio 90, quimioembolização e quimioinfusão intra-arterial).

Estes métodos são hoje ferramentas muito úteis na abordagem multidisciplinar da doença, nos diferentes cenários em que esta se manifesta e integrados numa estratégia global de tratamento que se estende desde o intuito curativo e de downstaging, à atitude exclusivamente paliativa.";http://www.fchampalimaud.org/media/uploads/radio.jpg;http://www.fchampalimaud.org/pt/newsroom/eventos/the-liver-beyond-surgery-in-colorectal-metastasis-pt-view/?p=1;2016-18-11;2016-18-11;08:00;10:00;Medicina;5
Symposium on Lymphocyte Behaviour;0;Fundação Champalimaud;Av. Brasília, 1400-038 Lisboa;"A 26 de maio de 2016 a Fundação Champalimaud irá acolher o Simpósio ""Landscapes of Lymphocyte Itineraries"", numa Homenagem à Professora Maria de Sousa. Já estão confirmados como oradores principais Ronald Germain, Gabriel Victora, Miriam Merad, Daniel Mucida.";http://www.fchampalimaud.org/media/uploads/std-1-400.jpg;http://www.fchampalimaud.org/pt/newsroom/eventos/symposium-on-lymphocyte-behaviour-news-view/?p=1;26/05/2016;26/05/2016;13:45;18:00;Medicina, Biologia;4
Visita ao Observatório Astronómico de Lisboa - Visita Dramatizada;0; Museu Nacional de História Natural e da Ciência ; Observatório Astronómico de Lisboa | Tapada da Ajuda ;"O Observatório Astronómico de Lisboa é um dos mais interessantes, da Europa, do séc. XIX.

O seu carismático Diretor, Campos Rodrigues, realizou trabalho científico amplamente reconhecido na sua época.

Iremos conhecer esta e outras histórias!

 

Destina-se a público geral e famílias com crianças a partir dos 6 anos

Atividade gratuita (Estacionamento condicionado ao pagamento de 1,50€)

Inscrição prévia obrigatória, até 48h antes da sua realização.

Sujeita a número mínimo de participantes.

Informações e marcações: geral@museus.ulisboa.pt | 213 921 808";http://www.museus.ulisboa.pt/sites/default/files/Campos%20Rodrigues_SEAC.jpg;http://www.museus.ulisboa.pt/pt-pt/node/855;28/05/2016;28/05/2016;11:00;12:30;Astronomia;2
Tardes de Origami;0; Museu Nacional de História Natural e da Ciência ; Museu Nacional de História Natural e da Ciência ;"Uma folha de papel pode vir a ser uma flor, um pássaro, uma árvore, uma estrela ou um barco.

Dobrar modelos cheios de cor e movimento servem para nos dar prazer e fazer os cálculos de outrora.

 

FINS DE SEMANA MATEMÁTICOS

Com a missão de aproximar as ciências matemáticas do grande público, o MUHNAC, o projeto Matemática do Planeta Terra e a Associação Ludus dedicam o quarto sábado de cada mês ao lado mais recreativo da matemática num programa anual de atividades que promete mostrar-lhe a matemática como nunca a viu.

 

Atividade destinada ao público em geral e famílias com crianças a partir dos 6 anos

Com marcação prévia

Preço: 3,5€ / pessoa

Informações: geral@museus.ulisboa.pt | 213 921 808
";http://www.museus.ulisboa.pt/sites/default/files/Origami_Maio_Biodiversidade_site.jpg;http://www.museus.ulisboa.pt/pt-pt/node/843;28/05/2016;28/05/2016;15:00;16:30;Matemática;2
Circo Matemático;1; Museu Nacional de História Natural e da Ciência ;Auditório Manuel Valadares;Com cordas, cartas ou dados, um conjunto de artistas mostram como é possível fazer magia recorrendo à Matemática, a Matemagia. Tão divertido quanto pedagógico, numa aplicação da matemática a ambientes divertidos e descontraídos.;http://www.museus.ulisboa.pt/sites/default/files/circo_matematico.jpg;http://www.museus.ulisboa.pt/pt-pt/node/898;01/06/2016;01/06/2016;10:00;13:00;Matemática;2
Hubble: 25 anos de Observações e Descobertas!;0; Museu Nacional de História Natural e da Ciência ;Planetário ;Partindo do “Espaço Hubble” iremos olhar, sob a matriz de um céu estrelado, para um dos mais fascinantes instrumentos usados em Astronomia nos últimos 25 anos.;http://www.museus.ulisboa.pt/sites/default/files/NEI%20westerlund_site.jpg;http://www.museus.ulisboa.pt/pt-pt/node/787;04/06/2016;04/06/2016;16:30;18:00;Astronomia;2
Histórias de Estrelas e Planetas!;0; Museu Nacional de História Natural e da Ciência ;Planetário ;Histórias que deram origem a constelações. A orientação pelas estrelas com referências às navegações portuguesas. A Lua e os planetas no céu de Portugal.;http://www.museus.ulisboa.pt/sites/default/files/Historias-de-estrelas-e-planetas_foto_0.jpg;http://www.museus.ulisboa.pt/pt-pt/node/1082;05/06/2016;05/06/2016;16:30;18:00;Astronomia;2
"O céu de Galileu! - Visita dramatizada no Planetário
";0; Museu Nacional de História Natural e da Ciência ;Planetário ;"Galileu vai mostrar-nos, na primeira pessoa, os astros e as estruturas que observou.

O que viu?

Como viu?

A Via Láctea, a Lua, o Sol, Júpiter, as Plêiades, o Presépio, são alguns exemplos… Mas há mais!

Atividade destinada ao público geral

Sem marcação prévia

Preço: 3,50€ / pessoa

Informações: geral@museus.ulisboa.pt | 213 921 808
";http://www.museus.ulisboa.pt/sites/default/files/Galileu_750x500.jpg;http://www.museus.ulisboa.pt/pt-pt/node/816;11/06/2016;11/06/2016;16:30;18:00;Astronomia;2
60 Minutos de Ciência;0; Museu Nacional de História Natural e da Ciência ;Sala Vandelli;"Poderá um peixe descodificar o segredo da regeneração de órgãos?

Não seria fantástico podermos reparar o nosso coração após um enfarte? Não seria espantoso voltar a andar depois de termos lesionado a nossa espinal medula? Não seria mesmo incrível voltarmos a crescer um dedo depois de uma amputação?  Seria sem dúvida!  Mas o que é extraordinário é que existem seres no nosso planeta que o conseguem fazer assim, sem mais nem menos!!!

Mas como??? Esta é a questão que vamos tentar desvendar!!!

Leonor Saúde - IMM/FCUL

Leonor Saúde lidera um laboratório de investigação no Instituto de Medicina Molecular em Lisboa e é professora convidada de Histologia e Embriologia na Faculdade de Medicina da Universidade de Lisboa.";http://www.museus.ulisboa.pt/sites/default/files/website_laranja.jpg;http://www.museus.ulisboa.pt/pt-pt/node/924;16/06/2016;16/06/2016;18:45;19:45; ;2
MUHNAC Cursos | Coleções Científicas como Fontes de Investigação em História;1; Museu Nacional de História Natural e da Ciência ;Reserva Visitável de Química;O MUHNAC oferece uma ampla variedade de cursos destinados a complementar a formação de profissionais de museus, estudantes de diversas áreas e demais interessados na preservação e acessibilidade de coleções e património. A formação tem como foco as coleções científicas e o património científico.;http://www.museus.ulisboa.pt/sites/default/files/BAS3_IMG_site.jpg;http://www.museus.ulisboa.pt/pt-pt/node/928;18/06/2016;18/06/2016;09:30;17:00; ;2
Um mês, um tema, um nome de Ciência - Visita dramatizada no Jardim Botânico com Seomara da Costa Primo;0;Museu Nacional de História Natural e da Ciência;Jardim Botânico ;"Numa visita dramatizada pelo Jardim Botânico e enquanto nos apresenta algumas das plantas mais carismáticas, esta antiga professora da Faculdade de Ciências de Lisboa contará algumas curiosidades sobre a sua carreira, tendo sido a primeira mulher doutorada em Botânica em Portugal.

Participe!

Atividade destinada ao público em geral e famílias com crianças a partir dos 6 anos

Sem marcação prévia

Preço: 3€ / pessoa

Informações: geral@museus.ulisboa.pt | 213 921 808";http://www.museus.ulisboa.pt/sites/default/files/site_20.jpg;http://www.museus.ulisboa.pt/pt-pt/node/826;18/06/2016;18/06/2016;15:00;16:00;Biologia;2
A olhar para o céu!;0;Museu Nacional de História Natural e da Ciência;Planetário;"O que estamos a ver quando olhamos para o céu?

Na sessão, partimos do céu visível a olho nu, iremos das estrelas até às galáxias próximas e mais distantes.

 

Atividade destinada a público em geral e famílias

Sem marcação prévia

Preço: 3,50€ / pessoa

Informações: geral@museus.ulisboa.pt | 213 921 808
";http://www.museus.ulisboa.pt/sites/default/files/Planet%C3%A1rio_foto_10.jpg;http://www.museus.ulisboa.pt/pt-pt/node/832;18/06/2016;18/06/2016;16:30;18:00;Astronomia;2
Clube de Robótica;1;Museu Nacional de História Natural e da Ciência;Laboratório de Física (Sala Cyrillo Soares);Organizado pela embaixadora da FIRST LEGO League Portugal, Ana Raquel Silva, o objetivo do clube de robótica é entusiasmar os jovens e crianças para a ciência, tecnologia, engenharia e inovação.;http://www.museus.ulisboa.pt/sites/default/files/Foto%20rob%C3%B3tica_0.jpg;http://www.museus.ulisboa.pt/pt-pt/node/727;19/06/2016;26/06/2016;10:00;13:00;Informática, Electronica;2
Do Big-Bang ao observador cósmico - Visita orientada;0;Museu Nacional de História Natural e da Ciência;"Exposição ""A Aventura da Terra"" | Museu Nacional de História Natural e da Ciência";"A sucessão de eventos astronómicos, geológicos e biológicos que antecedem o aparecimento do ser humano...

Participe!

Atividade destinada ao público em geral e famílias com crianças a partir dos 9 anos.

Sem marcação prévia

Preço: 3,5€ / pessoa

Informações: geral@museus.ulisboa.pt | 213 921 808
";http://www.museus.ulisboa.pt/sites/default/files/BigBangObservC%C3%B3smico.jpg;http://www.museus.ulisboa.pt/pt-pt/node/838;19/06/2016;19/06/2016;16:00;17:30;Astronomia;2
Férias no Museu - Verão 2016;1;Museu Nacional de História Natural e da Ciência;Museu Nacional de História Natural e da Ciência;"O Museu Nacional de História Natural e da Ciência realiza mais uma edição do programa de Férias no Museu - edição verão 2016.

O título de cada semana é alusivo ao tema do Ano Internacional das Leguminosas declarado pelas Nações Unidas: favas contadas, jogar a feijões, ervilhas tortas e grão-de-bico. Vamos passar a semana de uma forma divertida abordando de uma forma transversal todas as áreas científicas presentes no museu.

O programa decorrerá nos períodos de 20 a 24 de junho, 27 de junho a 1 de julho, 4 a 8 de julho e 11 a 15 de julho. Destina-se a crianças dos 6 aos 12 anos.

Em cada dia há dois módulos de atividades, um de manhã, das 9h30 às 12h30 e outro à tarde, das 14h00 às 17h00.

 

Nota: Haverá um período de acolhimento dos participantes (das 8h45 às 9h30) e período de recolha (das 17h às 17h45), com ponto de encontro na Avenida das Palmeiras (nº 58 da Rua da Escola Politécnica)

 

Programa completo brevemente disponível.

 

Preço:

- 25€/dia; 100€/semana

- Desconto de 10% na inscrição do segundo filho;

- Desconto de 10% para filhos dos colaboradores da Companhia de Seguros Lusitânia;

- Descontos não acumuláveis;

- O pagamento deverá ser efetuado, após a confirmação da inscrição, na receção do Museu, em dias úteis, das 10h às 17h, ou por transferência bancária.

- A inscrição só está concluída após o pagamento.

 

Mais informações e inscrições:

geral@museus.ulisboa.pt | 213 921 808
";http://www.museus.ulisboa.pt/sites/default/files/IMG_3794_site.jpg;http://www.museus.ulisboa.pt/pt-pt/node/1095;20/06/2016;15/07/2016;09:30;17:00; ;1
MUHNAC Cursos | Coleções de Entomologia ;1;Museu Nacional de História Natural e da Ciência, PRISC; Centro de Recursos Educativos | Jardim Botânico | MUHNAC ;"O MUHNAC oferece uma ampla variedade de cursos destinados a complementar a formação de profissionais de museus, estudantes de diversas áreas e demais interessados na preservação e acessibilidade de coleções e património. A formação tem como foco as coleções científicas e o património científico.

Conheça o programa completo dos Cursos MUHNAC aqui.

ADV8. Coleções de Entomologia

Introdução à gestão de coleções entomológicas. Amostragem e preparação de espécimes, catalogação e gestão da base de dados, captura de imagem e determinação taxonómica. Condições ambientais em reservas entomológicas.

Docentes: Luís Filipe Lopes

Tipo: Workshop + saída de campo

Duração: 18h

Idioma: Português

Preço: Consulte aqui (modalidade C)

Número máximo de participantes: 16

Data limite para inscrição: 3 de junho

Para se inscrever preencha o formulário e envie para geral@museus.ulisboa.pt";http://www.museus.ulisboa.pt/sites/default/files/imagem_principal_site_0.jpg;http://www.museus.ulisboa.pt/pt-pt/node/1010;20/06/2016;22/06/2016;10:00;17:00; ;2
MUHNAC Cursos | Preservação de Coleções em Meio Líquido;1;Museu Nacional de História Natural e da Ciência, PRISC;Laboratório da Coleção Líquida | Museu Nacional de História Natural e da Ciência;O MUHNAC oferece uma ampla variedade de cursos destinados a complementar a formação de profissionais de museus, estudantes de diversas áreas e demais interessados na preservação e acessibilidade de coleções e património. A formação tem como foco as coleções científicas e o património científico.;http://www.museus.ulisboa.pt/sites/default/files/imagem_principal_site_0.jpg;http://www.museus.ulisboa.pt/pt-pt/node/1011;20/06/2016;24/06/2016;10:00;17:00; ;2
Visita ao Observatório Astronómico de Lisboa - Visita dramatizada;1;Museu Nacional de História Natural e da Ciência; Observatório Astronómico de Lisboa | Tapada da Ajuda ;"O Observatório Astronómico de Lisboa é um dos mais interessantes, da Europa, do séc. XIX.

O seu carismático Diretor, Campos Rodrigues, realizou trabalho científico amplamente reconhecido na sua época.

Iremos conhecer esta e outras histórias!

 

Destina-se a público geral e famílias com crianças a partir dos 6 anos

Atividade gratuita (Estacionamento condicionado ao pagamento de 1,50€)

Inscrição prévia obrigatória, até 48h antes da sua realização.

Sujeita a número mínimo de participantes.

Informações e marcações: geral@museus.ulisboa.pt | 213 921 808
";http://www.museus.ulisboa.pt/sites/default/files/Campos%20Rodrigues_SEAC.jpg;http://www.museus.ulisboa.pt/pt-pt/node/856;25/06/2016;25/06/2016;11:00;12:30;Astronomia;2
Rota das simetrias - Fins de semana matemáticos;0;Museu Nacional de História Natural e da Ciência; Museu Nacional de História Natural e da Ciência ;"eio em torno da Calçada Portuguesa de Lisboa, desde o Jardim Botânico até à Praça do Município.

Venha descobrir a matemática da rua, desvendar os seus segredos e conhecer a sua história.

 

FINS DE SEMANA MATEMÁTICOS

Com a missão de aproximar as ciências matemáticas do grande público, o MUHNAC, o projeto Matemática do Planeta Terra e a Associação Ludus dedicam o quarto sábado de cada mês ao lado mais recreativo da matemática num programa anual de atividades que promete mostrar-lhe a matemática como nunca a viu.

 

Atividade destinada ao público em geral e famílias com crianças a partir dos 6 anos

Sem marcação prévia

Preço: 3,5€ / pessoa

Informações: geral@museus.ulisboa.pt | 213 921 808";http://www.museus.ulisboa.pt/sites/default/files/fins%20semana%20matem%C3%A1ticos_0.jpg;http://www.museus.ulisboa.pt/pt-pt/node/844;25/06/2016;25/06/2016;15:00;16:30;Matemática;2
Histórias de Estrelas e Planetas! - Sessão de Planetário;0;Museu Nacional de História Natural e da Ciência;Planetário | Museu Nacional de História Natural e da Ciência;Histórias que deram origem a constelações. A orientação pelas estrelas com referências às navegações portuguesas. A Lua e os planetas no céu de Portugal.;http://www.museus.ulisboa.pt/sites/default/files/Historias-de-estrelas-e-planetas_foto_0.jpg;http://www.museus.ulisboa.pt/pt-pt/node/850;25/06/2016;25/06/2016;16:30;18:00;Astronomia;2
Clube de Robótica;1;Museu Nacional de História Natural e da Ciência;Museu Nacional de História Natural e da Ciência - Laboratório de Física (Sala Cyrillo Soares);Organizado pela embaixadora da FIRST LEGO League Portugal, Ana Raquel Silva, o objetivo do clube de robótica é entusiasmar os jovens e crianças para a ciência, tecnologia, engenharia e inovação.;http://www.museus.ulisboa.pt/sites/default/files/Foto%20rob%C3%B3tica_0.jpg;http://www.museus.ulisboa.pt/pt-pt/node/728;10/07/2016;10/07/2016;10:00;13:00;Informática, Electronica;2
Clube de Robótica;1;Museu Nacional de História Natural e da Ciência;Museu Nacional de História Natural e da Ciência - Laboratório de Física (Sala Cyrillo Soares);Organizado pela embaixadora da FIRST LEGO League Portugal, Ana Raquel Silva, o objetivo do clube de robótica é entusiasmar os jovens e crianças para a ciência, tecnologia, engenharia e inovação.;http://www.museus.ulisboa.pt/sites/default/files/Foto%20rob%C3%B3tica_0.jpg;http://www.museus.ulisboa.pt/pt-pt/node/728;17/07/2016;17/07/2016;10:00;13:00; ;2
Dinossauros que viveram na nossa terra;0; Museu Nacional de História Natural e da Ciência ;Sala de exposições temporárias - Museu Nacional de História Natural e da Ciência;"Como conhecemos a história da Vida na Terra ao longo do tempo? Como eram os ambientes e as faunas da Região Oeste de Portugal há 150 milhões de anos? Estas são algumas das perguntas que a exposição Dinossauros que viveram na nossa Terra pretende responder.

A exposição está dividida em cinco módulos, cada um dedicado a um membro geológico constituído por um conjunto de rochas sedimentares, que representa um intervalo de tempo entre o Jurássico Superior e o Cretácico. Em cada uma destas secções são apresentados alguns dos fósseis encontrados nos diferentes níveis sedimentares que afloram na Região Oeste de Portugal, com especial ênfase no concelho de Torres Vedras.

A exposição Dinossauros que viveram na nossa terra foi concebida para a comemoração dos 15 anos da Sociedade de História Natural (SHN), e esteve patente no Museu Municipal Leonel Trindade (Torres Vedras) entre novembro de 2012 e setembro de 2014. A SHN, sediada em Torres Vedras, tem a seu cargo uma das maiores coleções paleontológicas de vertebrados do Jurássico Superior de Portugal, fruto de quase duas décadas de intervenções na região Oeste de Portugal. A juntar a este acervo, a SHN e a Câmara Municipal de Torres Vedras acolheram em 2008 uma importante coleção paleontológica privada, reunido por José Joaquim dos Santos e Luís Francisco, dois aficionados da Paleontologia.";http://www.museus.ulisboa.pt/sites/default/files/Eventosite2.jpg;http://www.museus.ulisboa.pt/pt-pt/dinossauros-que-viveram-na-nossa-terra;18/05/2016;18/05/2017;10:00;18:00;Biologia;2
Francisco Arruda Furtado, discípulo de Darwin;0;Museu Nacional de História Natural e da Ciência;Museu Nacional de História Natural e da Ciência;"Francisco Arruda Furtado (1854-1887), discípulo de Darwin é o título da nova exposição do Museu Nacional de História Natural e da Ciência da Universidade de Lisboa (MUHNAC) concebida em parceria com o Museu Carlos Machado e o Teatro Nacional de São Carlos.

Micaelense de origem, Arruda Furtado notabiliza-se, muito jovem, no estudo dos moluscos e da antropologia, que aborda de acordo com as teorias evolucionistas, em particular de Charles Darwin, com quem se corresponde durante dois anos, trocando ideias, informações, pedindo conselhos e livros.

Com trabalhos publicados e um nome firmado, muda-se para Lisboa, em 1885, para integrar os quadros da Secção Zoológica do Museu Nacional de Lisboa (atual MUHNAC). Durante dois anos, até regressar a Ponta Delgada, dedica-se ao estudo e à catalogação da coleção de conchas e moluscos do museu. Morre aos 33 anos, deixando uma vasta obra, e dezenas de trabalhos inacabados, na sua maioria, ainda hoje inéditos.

A exposição procura dar conta da riqueza e singularidade da obra científica de uma personagem que, apesar de autodidata, se notabilizou no seu tempo. É no desenho que se centra a exposição, destacando um ponto comum e permanente nas diversas fases do trabalho de Arruda Furtado: o recurso à ilustração.";http://www.museus.ulisboa.pt/sites/default/files/Promo%20expo.png;http://www.museus.ulisboa.pt/pt-pt/exposicao-arruda-furtado;06/03/2016;31/12/2016;10:00;19:00;Biologia;3
Formas & Fórmulas;0;Museu Nacional de História Natural e da Ciência;Museu Nacional de História Natural e da Ciência;Em 1795 Lagrange referia que “Enquanto a Álgebra e a Geometria estiveram separadas, o seu progresso foi lento e o seu uso limitado, mas uma vez que estas ciências se uniram, elas deram uma à outra um apoio mútuo e rapidamente avançaram juntas para a perfeição”.;http://www.museus.ulisboa.pt/sites/default/files/formas_e_formulas.jpg;http://www.museus.ulisboa.pt/pt-pt/node/77;01/06/2012;31/12/2016;10:00;19:00;Matemática;2
"6th CNC.IBILI PostDoc Forum Symposium: ""Variability and adaptation in neurons and circuits"" - Faculdade de Medicina da UC";1;Faculdade de Medicina da UC;Auditório 2, Subunidade 1 da Faculdade de Medicina da Universidade de Coimbra (mapa);This one-day neuroscience symposium on Variability and adaptation in neurons and circuits will be held on the 1st of June 2016, at the Faculty of Medicine, Health Sciences Campus, University of Coimbra, Portugal (Auditorium 2, subunit 1), just before the 7th ISN Special Neurochemistry Conference on Synaptic function and dysfunction in brain diseases.;http://www.uc.pt/en/fmuc/pf2muc/SymposiaWorkshops/6thCNC.IBILI.Symposium/symposium_logo;http://www.uc.pt/en/fmuc/pf2muc/SymposiaWorkshops/6thCNC.IBILI.Symposium;01/06/2016;01/06/2016;09:00;17:00;Medicina;4
